Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
48d4f6d7e5b7c57af1dd89f1811179fb447e6073,38da359b5809a1970dce1d6723e217590f4cd1f8e80541b6524f8704089c4f064563caa7779299e50251b9897fc21e0420e628e75ca9f079276f3a98bc27d376,10/31/2021 12:00:00 AM,10/31/2021 12:30:00 AM,1200,10,,,8,15,27.25,5.55,0.00,0.00,32.80,Credit Card,"Taxicab Insurance Agency, LLC",41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.954027649,-87.763399032,POINT (-87.7633990316 41.9540276487)
4bba3db8ce222bbbe1234cf094020518a598b466,1768c6bcff09706e1ee0a66b2053afe14107881e986f2ee78d34322406897ddd23f86fe4c618a63ae71d541ff75d9fd316fe32a8bb7da1746ac85099316046d7,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,626,1.96,,,8,32,9.00,4.00,0.00,1.00,14.50,Credit Card,24 Seven Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
5a114c08bf5b3aa5d501fdd276c1c79812f5bf12,38c32bfda2f77c2a57f33a9e3fcf7edb8e996f59bc22547aa03f7562e4bbb74e8f299ccf132f57bf4b2f7d55d92e41ee00cb254b58b689570c69ec516bfb5ff6,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,1309,8.92,,,76,18,24.25,5.95,0.00,5.00,35.70,Credit Card,Flash Cab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.929297368,-87.798032181,POINT (-87.7980321814 41.9292973683)
609d275b3b474fdbedc33a42fc7234fa5d1f0b95,e1d51d08cb24e771a915f9058577f158307344815ca309a362f814972753f76af5fbf90ef44fb30527aef6b12210df594c5ba78dffb427679486b9db8a017cef,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,350,1.14,17031833000,17031081800,28,8,6.50,2.00,0.00,1.00,10.00,Credit Card,Flash Cab,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
60e97b2613b8eaf260633b035d5d2ba38867f624,d9293712880e8a69bed187b718a3f5ef512c5263984006474c9d6e720b40f36ebb7d76331d25ad9d5b3ee589c6d0838a3951eb02ad1b48fa463cb1f8a0833a81,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,554,1.51,,,8,8,7.75,0.00,0.00,0.00,7.75,Cash,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
62819f8c45751db76298f6b9d083d7b5cf4e9860,9af6216887942597a1374258b2818c015c78468941877a1446d4bce09daeeae7fddc4277da695e720462f5bc0f49bd3d9f93572fb1a30fa1f2b979ad673efd9e,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,275,0.82,17031081500,17031081800,8,8,5.50,0.00,0.00,2.00,7.50,Cash,Flash Cab,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
6942d9ab72e649b469cc9e9ef11db3707d4c4aac,eeace255ebbdbaf09d7ba7ec7a90c018b0f4dc4ac3b3062139301f6a131f30e5205a479114e19ad30b9f61dec75d292b793e2ac867d0c8ba64facd31b70516c8,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,578,4.51,,,8,3,17.74,4.00,0.00,0.00,21.74,Mobile,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
69bec0c09e92aa6869c3edcb37690a4537c9da59,c3fe9312c9722befcf39d581225faa3d8dfae24c783c7443d360a6ffd567782720616e61ad54176b81d68a5611199c2fa710d69cc8427bc3d9d08bd8f9bab052,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,376,1.2,,,6,7,6.50,0.00,0.00,0.00,6.50,Cash,City Service,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
6d21eed526a6c541a9abe7c6e66e06d908671470,a6f9e902ebe25ebdc6cd4b711c99e17114da3351805b7c2988a964d3dc68fa14fbda663a5daf3e330d5404afc61cb2284b9053872663eecc8b67291a0419a09c,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,900,4.9,,,76,,15.50,0.00,0.00,5.00,20.50,Cash,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
7a52794ca68645d4a82299aba68291e26faf026a,b6ecddf89a1c3489b6972e6ff6d2bf17eca064c4e923a19a0b74fc00c5d853dec7e9fed5d609e43ad663c4738d95ce41a11b6f3f22f703c092743e4302a163c9,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,746,1.72,,,24,22,8.75,4.00,0.00,0.00,13.25,Credit Card,Sun Taxi,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
7bb91e572cd73bcb14f7e82ab4189135c9ca0f82,0d47aaa43eb375f721661a91f68791c44d7c070b4b264d836ad9639491942e7aab46fda0942e9d61147418cdc89b22522d3b6472cc3fbf0615749b6ff3da71b8,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,240,0.8,,,6,6,5.25,0.00,0.00,1.50,6.75,Cash,Medallion Leasin,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
803514338108760bd1ed9a92f3b045c17fe28a4a,fea1ad3b44e1a049eb5b1f33d9c53ddd6cae02b095b6a16c8507d94624aab8dcfcaa2eb03f45242370f1dc88ce1f9fed5fff858de8ef863a30868f68a0626773,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,840,0.4,,,76,,20.50,0.00,0.00,20.50,41.00,Cash,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
84d7dda6aa08f124cd7bd0fe9fefd8a6db89d474,b0821d108c8b955273c503ff5a228893c2f3681c84fc9ef768afb0b5847b63527faada7d3c8e9120995dc87f96b8e1598363cc8cf718102d0cf32a0e3ab6cb64,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,416,1.45,,,14,16,7.25,0.00,0.00,0.00,7.25,Cash,Sun Taxi,41.968069,-87.721559063,POINT (-87.7215590627 41.968069),41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253)
85ef77ed94cfbb82dfdbbb06792836b84405bb32,e8ebe1fb12cc70947d4031ad2982bd07dee6c4a3b7d381a92b70556f0ced7d2eef3b5b88a5f8e6322f596607e57e23f9241a760dae0ad96d6c6282892ade803e,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,559,1.85,,,7,6,8.25,2.00,0.00,0.00,10.75,Credit Card,Flash Cab,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
8bc1de46944bca7a3a643726e99c4f728e84fee7,5d6d4ffe31d350272ef066ce31f7a35ed5135e0ac029cba740dd6a33c19c6e8ad85fd6d7a604d71f2d73149fe5366672b4318c846cd63961703a468385816913,10/31/2021 12:00:00 AM,10/31/2021 12:45:00 AM,2598,13.7,,,6,31,37.25,11.62,0.00,1.00,50.37,Credit Card,Medallion Leasin,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.850266366,-87.667569312,POINT (-87.667569312 41.8502663663)
8f40e4e68722397a960054f526b21ae52f1651b0,ea1095a215ac661a9a0da3f84747131c7bc3e6b71308b515fb58d957102ae915ca072f7d103997ff604f5de653c5251636fa6e477713154aad717390af7f26df,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,472,1.29,17031081500,17031281900,8,28,7.25,0.00,0.00,0.00,7.25,Cash,City Service,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844)
906974b08e74e1fd8be9a4c44f1ef936fd167811,e1e230a5ba682580ef4cf4c33d09483e7442f5458733c401a28955d18958fcc422244ea8464f0dc8c45d362fc5085700050874fe19613c3b6988716e7a6238be,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,615,2.41,,,8,7,9.75,10.00,0.00,3.00,23.25,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
931fa33b9b3b753129c0ead1a9b3c81682a78ca4,a2158ef23de2c4439fff72b088ffb88499235544a0c8eafd2a4547dcd4581d17bc54d2ccb4e79b08698cefdaa0633df4b7e3c6ea77b868577432c504a4da4223,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,420,1.57,,,8,7,7.25,0.00,0.00,1.00,8.25,Cash,Globe Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
9e793477ab6b9b2483741372a93b04c1939d3d4f,15b7f4c0463be79f2a6aa1aebd8d29bd25a2c2e1c32f35b79482080147cfc5b1e95cffa2f5e8408bbf634b71362021059509c9d0bc56c51ee20aef09720c2733,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,374,0.85,,,28,28,6.00,1.40,0.00,0.50,8.40,Mobile,City Service,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
a3cf94080a4be2ec04ba90ffab46a378c3e67aba,c380f12a04a89cc0e1ec1fb024710f170f212d5211635d812d345461e686bd2e285f0a0bdc5faa02bd15ce258e2df170c4ae86627bb88535522aa7b1addcc960,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,719,2.4,17031833000,17031081100,28,8,9.75,0.00,0.00,1.50,11.25,Cash,City Service,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.900221297,-87.629105186,POINT (-87.6291051864 41.9002212967)
a9d0354f61bbf9a5a1198863198ff70d697e89ac,2a29bcc02d98eb9e748a8427ffd773934047f77e20f70325b01f515ba28cb6e379194d8d65b7783c6791f390ea0d9833daf89a537be9be1db5b81e1db23a07c5,10/31/2021 12:00:00 AM,10/31/2021 12:30:00 AM,1428,13.62,,,,,34.25,0.00,0.00,5.50,39.75,Cash,City Service,,,,,,
ae8d2f8c0a0be315afca24aa70808a6d3c3e57b8,32f41dbfab64ed45d31d672512bf4528d078682d839f304a3160e0ffb25e4494702809853735c525b911cb8511f46099b1de425ab86d7431a240e0b55405ef42,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,364,1.56,,,5,21,7.25,0.00,0.00,0.00,7.25,Cash,Flash Cab,41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865),41.938666196,-87.711210593,POINT (-87.7112105933 41.9386661962)
afb345eecfd6fe7a266098e6fd21a401d8cbd97d,abda2cf0f312d084cced589f1096e438ee3e80d13e8ca4c7453f1a3695a73fe0aabc35faf87f4abe7197d3c1350e41f3e58dbeb5b7cd1b84204f02579a05c853,10/31/2021 12:00:00 AM,10/31/2021 12:30:00 AM,1451,17.9,,,76,8,44.00,9.70,0.00,4.00,58.20,Credit Card,City Service,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
b1691434b7792778ea716ff6180703bb265a2e49,843c876c8bec66414998bcfdf02f9a712fa8dd38d66867a3400fe8804492e412b9a18b50958f1ba7fa26aabd95e079ab1e7165b4395f99abadd678f922e487ab,10/31/2021 12:00:00 AM,10/31/2021 12:30:00 AM,1260,7.4,,,8,4,22.00,2.00,0.00,1.00,25.00,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433)
b457a62afccef58d14b71ad47a267599891324ba,3d4d650b0b10ca90ad2b4ac59a5f5b5f6d7bec7485211b2a41f1f63c5b83edd5b2efb7bf7290bddb0ddd12a91d0c89738767d70f47cfb1689686936a376031db,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,746,0,17031833000,17031081100,28,8,11.06,2.52,0.00,0.00,13.58,Mobile,Flash Cab,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.900221297,-87.629105186,POINT (-87.6291051864 41.9002212967)
b853c76f2e2d7f3d6b19a24a47c85dfac5c7675a,f760c301740afe577d6c0e2f6de2cfecccf6ede158b8a3825331005da37a008716599169f4b467bc8b88e65318b5008499ad0ea4e05a7465c6bce4a1d5e70350,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,785,1.96,17031081800,17031833100,8,28,9.50,5.00,0.00,0.00,15.00,Credit Card,Sun Taxi,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.879066994,-87.657005027,POINT (-87.657005027 41.8790669938)
b974a08d916ee128b38ac788a97527549f7c5dac,e1aff5afebc38449dafb6f180ceb9f5dc86cf771aeffec64996e2033d39bdc672381805a199c1e2c088e4acada9b976e703f7736baafa2da9bfe927a4b031277,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,681,2.51,,,7,8,12.55,2.14,0.00,0.00,14.69,Mobile,City Service,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
c2aaad249c8b5090b7e77ee62d8908bd98065f2b,ac46c4b24441cc9426185f60c5fbd8852266f8539cb862b7d563c70f5f1b0caef92121e0db1816d3c6b9f1b6359188c947d41f6658efbddb4855cc8c4613f7a6,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,600,1.5,,,28,24,8.00,3.00,0.00,1.50,12.50,Credit Card,Blue Ribbon Taxi Association Inc.,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
c6a493b14a1536eb9a53b5f30fbdebf9168229d0,e78939aa02aa5c37e9d0dce81c2690d3de6675aa508e9a778e252dfb90c58aa467ca228a53e812b6f329e975b1428697f6d48dca3a9f9b5b4ee8f2384cf1849f,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,800,5.52,,,28,6,17.00,3.50,0.00,0.00,21.00,Credit Card,Patriot Taxi Dba Peace Taxi Associat,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
d056db80cd4c70a135abe37dc85a2bb159ea1bfa,3f641b385b8b86ff96379cc9b882d291ace269b669798de3dcdb4ffc82cd9a3a5608f74544dd418d02302bb4ed4fe9b6f105a28aa50b607d137254d6ea622eee,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,972,0,,,6,28,15.84,0.00,0.00,0.00,15.84,Mobile,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
d2689964a9f7731b4d18c511a0fcceac31ec375b,86b44661584b9869c822d267a43f47b84ccaf76bfc402afea0028990b0e8329b4d79763b0d148412f5eafaf59bd8aa4c2c73f501efac831794acdf90cefe0a0f,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,1302,1.55,,,76,7,38.75,0.00,0.00,5.00,43.75,Cash,Flash Cab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
d538db90eed4306ab72d706e46e18685212d3096,f454eed0504cea35dec37d008e940841cd60610ddacc5e04648c2fcb762cfeae48123639c2b237a18afe37d6521c07d6fe7c6c62d0dacd2cec82955520ce0e3e,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,545,1.75,,,8,8,8.25,0.00,0.00,1.00,9.75,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
dfd02ba4f580e361422e9eb0308a4c1074fb9abc,8b292c0373fed1bf25c7fd6402d9a41b5686f3527fc49cec4382719e657e9074fa2d10e7e17c25d61ed964a7d65222ef13f063fabc702f44cfa994102b1bcf20,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,42,0,,,2,2,3.25,0.00,0.00,0.00,3.25,Cash,Flash Cab,42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027),42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027)
e6b88032617660a11ee9c7dd30f58ab8bebe77f1,8d9a2218e0a2c8ae95ec61ac346b42b4e2fe21c484c89d40508e1c548115bec19469e802815c5429be466bf7690d2594beeb897fb37f27d86836b76c98b98cc3,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,1080,4.5,,,8,6,15.25,3.35,0.00,1.00,20.10,Credit Card,Globe Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
e84d9ceda8c3a3767b34456c5551b0c0582797d1,ddc0a237498a82a0803761188d0ea048623b5d91f29ad2b1ba514d1b4eec6f5bdaa2ed6e1d1df38960d9bce8935fc9cae8826d55b73261dc4f60d01af8a02617,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,298,0,,,6,6,9.36,0.54,0.00,0.00,9.90,Mobile,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
ea59a82af8bd15190eb3eca5245f8ae69100a1a5,6bf28ce74fd9409f6e90444f26011a39fde5b4eeba19e2b77c9b9020905763db331c2a92fdcaad28ed0cdab55ada2a796a1f86a185110558adab12080685be08,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,900,7.92,,,33,43,21.75,0.00,0.00,0.00,21.75,Cash,Flash Cab,41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585),41.761577908,-87.572781987,POINT (-87.5727819867 41.7615779081)
ec53b437f88da8c8c440bbd6da75dda88fd2450f,222a0a55fe5180e292a8e128804e081fa50b05a0329775f9344b50ee230f23d12635ee6a2429af764d01221057af04260089849cfb0192fa29bfda38362ffad6,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,917,0,,,6,8,16.05,3.63,0.00,0.00,19.68,Mobile,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
ed611b295ec0689bb4e27f90f7218eb291354c77,aa6b9d53902368246c7c1d56c3e8e95c16949882bc7fb77feb3f6a11a11e00f78a36051580a7a8b41b4331c9d11e42326c49e04faca73f7b5326a87ce65bf5ad,10/31/2021 12:00:00 AM,10/31/2021 12:30:00 AM,1440,10.5,,,33,77,28.50,0.00,0.00,0.00,28.50,Unknown,Taxi Affiliation Services,41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
ef557c43e6d461ff520a9d4edd02e6dab74390dc,8f35ce7248373090931a3261c8da3d73ebc5b81bd4546dd640505170d87993fc099680e95f64a37ae5c1f77a3ecb2ddb7578926b0948ac9c08089d7a967e3c69,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,436,2.21,17031330100,17031833100,33,28,11.02,1.00,0.00,0.00,12.02,Mobile,Sun Taxi,41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),41.879066994,-87.657005027,POINT (-87.657005027 41.8790669938)
f2d031c3a976da35c3fbe7dd096ea49a8f31eac9,4001d6fc76fe3a71893de1de252a2dc07252f72e7869580755891b07b9725dda84847dbb0cd96eba5d66194f6fa232c7de105592c5e13e107dc32ced89edd1b4,10/31/2021 12:00:00 AM,10/31/2021 12:15:00 AM,404,1.36,,,28,24,6.75,1.39,0.00,2.00,10.64,Mobile,Sun Taxi,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
f3f826635ec11e776febf8a38b40308dd7eb1e91,093e9e4c05ea53bf75c51763839d5f5bd5d1785c11ee5ec5e805c14bcb833c9fbfd81ab2b7874a85cba14046e54062335b2221738a0bb0bf1ddcfe83a7efa382,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,159,0.18,,,,8,4.25,0.00,0.00,0.00,4.25,Cash,City Service,,,,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
f7188f588df591e5c958c6a3aa83c8d53cc369c4,3b67c82e534b28c587042f6dab27152dff9f982cc7eaf321ba528fd7f87f5ac8d0e91929dfa1e84186d53e3a42b5f4ff8314db2eac53c08b9a71777084b566d5,10/31/2021 12:00:00 AM,10/31/2021 12:30:00 AM,1616,7.8,,,7,2,23.50,0.00,0.00,0.00,23.50,Cash,Sun Taxi,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027)
f7df339f29ec18624701a0b265c0bf20100fd507,b5e563475714c9be944c844b7bfa126481e9f9222ff26d83ddb0e79127214781cb8e81ff78e2c78238181f28ae079e3b66a079314d2362d0cc3f9aedfb716a10,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,360,0.6,,,8,8,5.50,0.00,0.00,2.00,7.50,Cash,Chicago Independents,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
f86090e1ef4cd695e8dd57dda476016af73b29e5,69230e3638e9ea3a77076d871e92727cfeaccd6d5410eb5d4701e03cb1b20e0d872d2c89ca6addd9c4c565c3f9a8dab2946c1134b0bc83bb58dbf1e492c72833,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,7,0,17031081800,17031081800,8,8,24.52,2.76,0.00,0.00,27.28,Mobile,Sun Taxi,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
